latitude,longitude
40.68378593,-73.769745503
40.756298483,-73.878397328
40.641985835,-73.950542308
40.836538158,-73.923329916
40.783684831,-73.914233311
40.597120566,-73.94124921699999
40.638544390999996,-73.958821253
40.633190976,-74.157053023
40.756245684,-73.870254388
40.638984176,-74.171252305
40.678437954,-73.889441694
40.747953703,-73.940195898
40.765882762,-73.981918858
40.637492364,-74.086914819
40.743604598000005,-73.88429565
40.854485483000005,-73.901247913
40.833722039,-73.915415538
40.833034951,-73.897384219
40.659356816,-73.92826594
40.534894813,-74.236615747
40.812512958,-73.952680664
40.755443005,-73.94342324600001
40.676969339,-73.960989495
40.841694933,-73.911108193
40.714831622,-73.993677928
40.839739531,-73.913178032
40.692920226999995,-73.905821703
40.633484071999995,-73.971391146
40.821844051,-73.90968587399999
40.679026817,-73.89099461100001
40.592839687,-74.079831797
40.761870462,-73.931913343
40.707448495,-73.913065389
40.759708329,-73.99356177
40.691396872,-73.938220059
40.694602483000004,-73.97312472899999
40.804560226,-73.949688259
40.722764411,-73.845213658
40.651782231999995,-73.885456761
40.805504346999996,-73.91647725199999
40.576645978,-73.976480396
40.71702896,-73.766178391
40.576645978,-73.976480396
40.734028249,-73.805016272
40.825843698,-73.925918502
40.803931879000004,-73.950140244
40.862325555,-73.893347779
40.576645978,-73.976480396
40.679784131,-73.853667047
40.733276458,-74.00507465300001
40.719184378,-73.836643346
40.715670573000004,-73.98394174399999
40.81616354,-73.802701908
40.856886008000004,-73.903200044
40.738032677,-73.75987997899999
40.836612833000004,-73.864315481
40.823864611,-73.897112919
40.7298831,-73.985186712
40.668442123,-73.924121524
40.660212346,-73.960624446
40.868346087,-73.863429995
40.710898250999996,-73.792534996
40.693995232,-73.94168314
40.693995232,-73.94168314
40.702120019,-73.87870893899999
40.664992044,-73.88462665600001
40.817876601,-73.865993913
40.752832668,-74.007627928
40.625517785,-74.134411687
40.743470455,-74.005393004
40.672856941999996,-73.967495294
40.749353727,-73.980811734
40.631918974,-74.08520705
40.710671932,-73.94629276399999
40.711716447,-73.99686328199999
40.815696257,-73.958292572
40.634616965,-74.16956573600001
40.821025398,-73.937604737
40.853016226,-73.910301433
40.668743003,-73.807791741
40.869478211,-73.827513418
40.798618991,-73.952275183
40.870479066,-73.846251022
40.733276458,-74.00507465300001
40.669203567,-73.914034458
40.796923525,-73.971136716
40.733276458,-74.00507465300001
40.848308994,-73.90342578
40.766294463,-73.981850155
40.834561942,-73.91544338
40.756056631999996,-73.880722282
40.653227933000004,-73.912696361
40.875075309,-73.903419449
40.559388731999995,-74.15903165
40.741001092,-73.882831439
40.84843619,-73.931611484
40.634202796,-73.93144191
40.618868508,-73.928352675
40.8308724,-73.910938361
40.749568885,-73.94269558
40.788586771,-73.945565445
40.661608202,-73.890734724
40.875075309,-73.903419449
40.804428073000004,-73.95537021
40.820682759,-73.808415118
40.816068266,-73.908552085
40.795763357,-73.94371764
40.64831592,-73.897462907
40.838997766,-73.93755897
40.828371601,-73.903657068
40.816068266,-73.908552085
40.660532394,-73.90646934899999
40.743150764,-73.883354543
40.642220185999996,-73.946733415
40.705467835,-73.79489629
40.635936845,-73.979201378
40.763391485,-73.93752516
40.690076378,-73.732654814
40.821592616,-73.941036595
40.663382884,-73.886665968
40.824774247,-73.908211317
40.696205265,-73.98868504100001
40.819786685,-73.926828482
40.754851723,-73.821324086
40.746312623,-73.86330121399999
40.626039349,-74.1769398
40.726878458,-73.995556505
40.600257561999996,-73.930828572
40.75507777,-73.890014726
40.764850511999995,-73.980529302
40.655642023,-73.95986308399999
40.733160126,-73.953473094
40.884746135,-73.86384836399999
40.666611703,-73.95654381199999
40.754737739,-73.893270984
40.838166185,-73.94298789300001
40.689822463,-73.91062193100001
40.573909069,-74.00049459
