latitude,longitude
40.706812,-73.94783100000001
40.719097,-73.945162
40.702976,-73.94578299999999
40.720195000000004,-73.940836
40.69344,-73.96979499999999
40.689488,-73.992056
40.689883,-73.992675
40.696791,-73.991491
40.690251,-73.987569
40.68965,-73.969239
40.69027,-73.94537700000001
40.6794,-73.934949
40.6811,-73.9554
40.696135,-73.94329499999999
40.695091999999995,-73.95231899999999
40.699428999999995,-73.923621
40.691476,-73.909371
40.692969,-73.927549
40.699353,-73.911115
40.700866999999995,-73.942323
40.681740000000005,-73.87189000000001
40.686923,-73.94498
40.640598,-74.018179
40.635695,-74.009731
40.602183000000004,-73.99338900000001
40.613347,-73.99574399999999
40.615497999999995,-73.999659
40.610846,-74.013562
40.602168,-73.993747
40.580003999999995,-73.968762
40.581814,-73.959784
40.591306,-73.9608
40.593947,-73.94078
40.605416999999996,-73.967383
40.600981,-73.93753199999999
40.600058000000004,-73.933006
40.670654,-73.930756
40.670237,-73.923162
40.669359,-73.89484200000001
40.669142,-73.895303
40.664333,-73.894063
40.600522,-73.941684
40.587719,-73.955863
40.619706,-73.907818
40.663624,-73.932018
40.673154,-73.86981800000001
40.670312,-73.888463
40.662639,-73.891114
40.669340999999996,-73.87425999999999
40.678278999999996,-73.89703399999999
40.661594,-73.893066
40.666855,-73.881396
40.663368,-73.889459
40.633393,-73.95257600000001
40.624567,-73.91765
40.635384,-73.91369
40.58395,-73.941036
40.713715,-73.960012
40.714141999999995,-73.94923100000001
40.690373,-73.96066
40.69352,-73.9781
40.675242,-73.933086
40.670511,-73.93114399999999
40.677425,-73.941361
40.687946999999994,-73.97865999999999
40.683101,-73.866056
40.678598,-73.866093
40.683367,-73.872171
40.687985,-73.93585999999999
40.693049,-73.937416
40.699894,-73.9834
40.690028000000005,-73.963652
40.695417,-73.946403
40.677844,-73.973259
40.618049,-73.960355
40.693311,-73.97272
40.675394,-73.935889
40.656689,-73.914073
40.638519,-73.950978
40.65631,-73.92371999999999
40.662315,-73.908771
40.668408,-73.917328
40.677807,-73.90357900000001
40.67134,-73.91705999999999
40.675194,-73.913731
40.656156,-73.90718299999999
40.665323,-73.902754
40.669946,-73.891841
40.671489,-73.881381
40.673053,-73.869618
40.624876,-73.96486
40.634325,-73.99297
40.731627,-73.94614200000001
40.730445,-73.954194
40.715978,-73.940148
40.666109999999996,-73.88345
40.679686,-73.935251
40.698276,-73.982605
40.693422999999996,-73.97940899999999
40.649777,-73.97199300000001
40.699683,-73.98321899999999
40.703429,-73.964613
40.684601,-74.002806
40.688998,-73.930369
40.693351,-73.990414
40.693501,-73.99034
40.713269,-73.94409
40.700173,-73.911676
40.588817,-73.990466
40.674756,-74.00790500000001
40.683856,-73.93257
40.643037,-73.878351
40.662154,-73.89319
40.671623,-73.895934
40.683248,-73.886896
40.577118,-74.00318299999999
40.640684,-73.955667
40.632357,-73.966441
40.656372999999995,-73.93947299999999
40.657552,-73.939755
40.687548,-73.968818
40.686575,-73.968627
40.677152,-73.900058
40.699773,-73.923794
40.703963,-73.91967700000001
40.598256,-73.960923
40.591887,-73.96055
40.607636,-73.94314399999999
40.668983000000004,-73.89834499999999
40.669696,-73.911167
40.662256,-73.908938
40.697734000000004,-73.925789
40.663833000000004,-73.909341
40.666795,-73.922789
40.669843,-73.91628399999999
40.666923,-73.922916
40.676009,-73.911084
40.590410999999996,-73.97403299999999
40.684438,-73.978716
40.68352,-73.935475
40.659093,-73.89945
40.675888,-73.89665500000001
40.661978000000005,-73.892958
40.672343,-73.874212
40.679871999999996,-73.94145
40.668794,-73.898629
40.650411,-73.88476899999999
40.579549,-73.971802
40.686009000000006,-73.941464
40.620326,-74.007649
40.641257,-74.00344
40.649712,-73.916387
40.646854,-73.92240799999999
40.689139000000004,-73.874208
40.682848,-74.003843
40.676995,-73.95303100000001
40.612805,-74.012033
40.663701,-73.88869
40.6691,-73.862633
40.650433,-73.971863
